file,behavior,start_time,end_time
Nov22_Pair28_Intro.csv,No interaction,539.206,539.622
Nov22_Pair34_Intro.csv,Huddle,1594.873,1641.874
Nov22_Pair36_Intro.csv,No interaction,306.119,306.534
